epoch,loss,top_1_accuracy,top_2_accuracy,top_3_accuracy,val_loss,val_top_1_accuracy,val_top_2_accuracy,val_top_3_accuracy
0,1.400780200958252,0.5986819267272949,0.7285813093185425,0.7929240465164185,0.8372977375984192,0.7585484981536865,0.870202362537384,0.9155617356300354
1,0.6103798747062683,0.8343738913536072,0.9269858002662659,0.9575095176696777,0.59613436460495,0.8269364833831787,0.919050931930542,0.9518492817878723
2,0.4315243661403656,0.8884842395782471,0.9549080729484558,0.9767603278160095,0.495061993598938,0.8548499941825867,0.9364968538284302,0.9609211683273315
3,0.33567506074905396,0.9179673790931702,0.9703434109687805,0.9845646619796753,0.4272814989089966,0.8618283271789551,0.9483600854873657,0.9748778939247131
4,0.2707890570163727,0.9354838728904724,0.9786680340766907,0.9909816384315491,0.39127612113952637,0.8806699514389038,0.9581298232078552,0.9804605841636658
5,0.22801043093204498,0.9453694224357605,0.9817898273468018,0.9932361841201782,0.33759063482284546,0.9057920575141907,0.9651081562042236,0.9818562269210815
6,0.1955205202102661,0.9587235450744629,0.9880332946777344,0.9951439499855042,0.3315559923648834,0.900209367275238,0.9658060073852539,0.9797627329826355
7,0.1675301492214203,0.9673950672149658,0.9911550283432007,0.9967048168182373,0.2979762852191925,0.9155617356300354,0.9734821915626526,0.9874389171600342
8,0.14383845031261444,0.9724245667457581,0.9934096336364746,0.9977453947067261,0.3039188086986542,0.9057920575141907,0.9692952036857605,0.9853454232215881
9,0.12908296287059784,0.9760665893554688,0.9941033720970154,0.9980922937393188,0.286190390586853,0.9183530807495117,0.9720865488052368,0.9888346195220947
10,0.11350003629922867,0.9788414835929871,0.9958376884460449,0.9989594221115112,0.27398481965065,0.919050931930542,0.9692952036857605,0.989532470703125
11,0.10047707706689835,0.9836975336074829,0.9977453947067261,0.9994797110557556,0.2552899718284607,0.9225401282310486,0.9734821915626526,0.9867411255836487
12,0.09031303226947784,0.9849115610122681,0.9967048168182373,0.9993062615394592,0.2637103796005249,0.9183530807495117,0.9748778939247131,0.9881367683410645
13,0.08187037706375122,0.9873395562171936,0.9984391331672668,0.9998265504837036,0.2536885142326355,0.921144425868988,0.9720865488052368,0.9888346195220947
14,0.07311456650495529,0.9894207715988159,0.9987859725952148,0.9998265504837036,0.24400891363620758,0.9253314733505249,0.9741800427436829,0.9902302622795105
15,0.06459345668554306,0.9906347393989563,0.9989594221115112,0.9998265504837036,0.24328136444091797,0.9288206696510315,0.9713886976242065,0.9867411255836487
16,0.05852873995900154,0.9920222163200378,0.9994797110557556,0.9998265504837036,0.2439754754304886,0.9253314733505249,0.9755756855010986,0.9909281134605408
17,0.05163126438856125,0.9946236610412598,0.9989594221115112,1.0,0.23837895691394806,0.9246336221694946,0.9741800427436829,0.9909281134605408
18,0.04816880077123642,0.9951439499855042,0.9998265504837036,1.0,0.24224917590618134,0.927424967288971,0.9790648818016052,0.9888346195220947
19,0.043313492089509964,0.9954907894134521,0.999653160572052,1.0,0.23842519521713257,0.9260293245315552,0.9734821915626526,0.9874389171600342
20,0.038985736668109894,0.9965313673019409,1.0,1.0,0.25667253136634827,0.9183530807495117,0.9692952036857605,0.991625964641571
21,0.03130251541733742,0.9984391331672668,0.9998265504837036,1.0,0.2199985533952713,0.9344033598899841,0.9769713878631592,0.9881367683410645
22,0.028873268514871597,0.9982656836509705,0.9998265504837036,1.0,0.2235744595527649,0.9330076575279236,0.9762735366821289,0.9881367683410645
23,0.028065573424100876,0.9986125826835632,1.0,1.0,0.22239290177822113,0.9316120147705078,0.9769713878631592,0.9874389171600342
24,0.02651720494031906,0.9994797110557556,1.0,1.0,0.2273203283548355,0.9323098659515381,0.9748778939247131,0.9902302622795105
25,0.02342936024069786,0.9994797110557556,1.0,1.0,0.2170071303844452,0.9357990026473999,0.9762735366821289,0.9874389171600342
26,0.022579127922654152,0.9994797110557556,1.0,1.0,0.2190590500831604,0.9351012110710144,0.9776692390441895,0.989532470703125
27,0.02206363156437874,0.999653160572052,1.0,1.0,0.21887384355068207,0.9378925561904907,0.9783670902252197,0.9874389171600342
28,0.021714363247156143,0.999653160572052,1.0,1.0,0.21941326558589935,0.9385903477668762,0.9783670902252197,0.9874389171600342
29,0.02021811529994011,0.999653160572052,1.0,1.0,0.21940460801124573,0.9351012110710144,0.9776692390441895,0.9881367683410645
30,0.01961510255932808,0.9998265504837036,1.0,1.0,0.21910761296749115,0.9364968538284302,0.9776692390441895,0.9874389171600342
31,0.01941298134624958,0.999653160572052,1.0,1.0,0.21752667427062988,0.9323098659515381,0.9790648818016052,0.989532470703125
32,0.019219456240534782,1.0,1.0,1.0,0.2177925854921341,0.9364968538284302,0.9783670902252197,0.9881367683410645
33,0.018498491495847702,1.0,1.0,1.0,0.21712926030158997,0.9351012110710144,0.9790648818016052,0.9874389171600342
34,0.018318962305784225,0.9998265504837036,1.0,1.0,0.21789906919002533,0.9330076575279236,0.9790648818016052,0.9888346195220947
35,0.018088657408952713,0.9998265504837036,1.0,1.0,0.2176584005355835,0.9357990026473999,0.9783670902252197,0.9874389171600342
36,0.01799985207617283,0.9998265504837036,1.0,1.0,0.21727199852466583,0.9371947050094604,0.9790648818016052,0.9881367683410645
37,0.017550740391016006,1.0,1.0,1.0,0.21670199930667877,0.9371947050094604,0.9783670902252197,0.9888346195220947
38,0.017451666295528412,1.0,1.0,1.0,0.21718834340572357,0.9378925561904907,0.9797627329826355,0.9881367683410645
39,0.017388643696904182,0.9998265504837036,1.0,1.0,0.21667474508285522,0.9357990026473999,0.9790648818016052,0.9888346195220947
40,0.017320577055215836,1.0,1.0,1.0,0.21689561009407043,0.9351012110710144,0.9790648818016052,0.989532470703125
41,0.017109690234065056,1.0,1.0,1.0,0.21703019738197327,0.9344033598899841,0.9790648818016052,0.989532470703125
42,0.0170640479773283,1.0,1.0,1.0,0.2172335535287857,0.9357990026473999,0.9797627329826355,0.9881367683410645
43,0.017017340287566185,1.0,1.0,1.0,0.21724817156791687,0.9351012110710144,0.9790648818016052,0.9881367683410645
44,0.0169987715780735,0.9998265504837036,1.0,1.0,0.21710418164730072,0.9371947050094604,0.9797627329826355,0.9881367683410645
45,0.016870617866516113,1.0,1.0,1.0,0.21709199249744415,0.9364968538284302,0.9790648818016052,0.989532470703125
46,0.016847284510731697,1.0,1.0,1.0,0.21710354089736938,0.9364968538284302,0.9797627329826355,0.9888346195220947
47,0.01682870090007782,1.0,1.0,1.0,0.21716129779815674,0.9357990026473999,0.9797627329826355,0.989532470703125
48,0.01681794598698616,1.0,1.0,1.0,0.21714453399181366,0.9364968538284302,0.9797627329826355,0.989532470703125
49,0.016749264672398567,1.0,1.0,1.0,0.2171335220336914,0.9364968538284302,0.9797627329826355,0.989532470703125
