epoch,loss,top_1_accuracy,top_2_accuracy,top_3_accuracy,val_loss,val_top_1_accuracy,val_top_2_accuracy,val_top_3_accuracy
0,1.6148418188095093,0.5700659155845642,0.7164412140846252,0.7858133912086487,1.0257749557495117,0.7627355456352234,0.8778785467147827,0.9253314733505249
1,0.8742347359657288,0.7896288633346558,0.8917794227600098,0.934963583946228,0.7497983574867249,0.8220516443252563,0.9218422770500183,0.9483600854873657
2,0.6758743524551392,0.8340270519256592,0.9240374565124512,0.9533472061157227,0.6059610843658447,0.8590369820594788,0.9392881989479065,0.9623168110847473
3,0.5609265565872192,0.8595213294029236,0.9396461844444275,0.9644467830657959,0.5415101051330566,0.8639218211174011,0.9323098659515381,0.959525465965271
4,0.5046657919883728,0.8714880347251892,0.9491848945617676,0.9712105393409729,0.4739091098308563,0.8883461356163025,0.9518492817878723,0.9692952036857605
5,0.44560375809669495,0.8869233727455139,0.9569892287254333,0.9751994609832764,0.4531536102294922,0.8862526416778564,0.9539427757263184,0.9678995013237
6,0.4068518877029419,0.8947277069091797,0.9637530446052551,0.9795352220535278,0.4102713465690613,0.9030007123947144,0.9539427757263184,0.9720865488052368
7,0.3679906725883484,0.9070412516593933,0.9665279388427734,0.9824835062026978,0.38844621181488037,0.9030007123947144,0.959525465965271,0.9748778939247131
8,0.3522565960884094,0.9072147011756897,0.966354489326477,0.9835240840911865,0.36622154712677,0.9036985635757446,0.9588276147842407,0.9748778939247131
9,0.3251372277736664,0.9139785170555115,0.9691293835639954,0.9859521389007568,0.359508216381073,0.9043963551521301,0.961618959903717,0.9804605841636658
10,0.31046605110168457,0.9197016954421997,0.9708636999130249,0.9852584004402161,0.34062111377716064,0.9113747477531433,0.957431972026825,0.9755756855010986
11,0.3045762777328491,0.9181408286094666,0.9708636999130249,0.9864724278450012,0.32552868127822876,0.9183530807495117,0.9658060073852539,0.9783670902252197
12,0.28523483872413635,0.9276794791221619,0.9743322730064392,0.9880332946777344,0.3226425349712372,0.9078855514526367,0.9651081562042236,0.9769713878631592
13,0.26416149735450745,0.9309746623039246,0.9776274561882019,0.9892473220825195,0.29982277750968933,0.9183530807495117,0.9678995013237,0.9818562269210815
14,0.25328776240348816,0.9358307123184204,0.9779743552207947,0.9913284778594971,0.3028765618801117,0.916957437992096,0.9665038585662842,0.9783670902252197
15,0.24611854553222656,0.9361776113510132,0.9809226393699646,0.9930627942085266,0.28724977374076843,0.9232379794120789,0.969992995262146,0.9783670902252197
16,0.23493580520153046,0.9339230060577393,0.9793617725372314,0.9909816384315491,0.28194910287857056,0.9316120147705078,0.9713886976242065,0.9776692390441895
17,0.2297414243221283,0.9351370334625244,0.9830037951469421,0.9930627942085266,0.2825942039489746,0.9232379794120789,0.969992995262146,0.9804605841636658
18,0.2177516520023346,0.9434616565704346,0.9830037951469421,0.9925425052642822,0.2766525447368622,0.9246336221694946,0.9720865488052368,0.9818562269210815
19,0.2119891196489334,0.9469302892684937,0.9807491898536682,0.9918487668037415,0.2702655792236328,0.9267271161079407,0.9685973525047302,0.9804605841636658
20,0.21063219010829926,0.9422476291656494,0.9836975336074829,0.9928893446922302,0.2594110071659088,0.9330076575279236,0.9713886976242065,0.9839497804641724
21,0.2066906988620758,0.9438085556030273,0.9847381114959717,0.9947971105575562,0.2568187117576599,0.9323098659515381,0.9720865488052368,0.9825540781021118
22,0.19547609984874725,0.9502254724502563,0.9861255884170532,0.9951439499855042,0.26133400201797485,0.9288206696510315,0.9706908464431763,0.9846475720405579
23,0.1892833709716797,0.9491848945617676,0.9859521389007568,0.9930627942085266,0.24975185096263885,0.9260293245315552,0.9741800427436829,0.9832519292831421
24,0.18250572681427002,0.9533472061157227,0.98751300573349,0.9947971105575562,0.25806739926338196,0.9267271161079407,0.9720865488052368,0.9804605841636658
25,0.17282460629940033,0.9545612335205078,0.9889004230499268,0.9954907894134521,0.24437586963176727,0.9316120147705078,0.9748778939247131,0.9867411255836487
26,0.1745486855506897,0.954214334487915,0.9882067441940308,0.9949705004692078,0.23983919620513916,0.9330076575279236,0.9741800427436829,0.9846475720405579
27,0.17164359986782074,0.9545612335205078,0.98751300573349,0.9951439499855042,0.23979024589061737,0.9357990026473999,0.9713886976242065,0.9832519292831421
28,0.16657307744026184,0.953867495059967,0.9876864552497864,0.9954907894134521,0.23121671378612518,0.9344033598899841,0.9755756855010986,0.9860432744026184
29,0.16289055347442627,0.955775260925293,0.9885535836219788,0.9963579773902893,0.2391917109489441,0.9295185208320618,0.9734821915626526,0.9839497804641724
30,0.15644346177577972,0.9568158388137817,0.9899410605430603,0.9963579773902893,0.22971975803375244,0.9392881989479065,0.9769713878631592,0.9867411255836487
31,0.16481053829193115,0.9549080729484558,0.9894207715988159,0.9954907894134521,0.22584982216358185,0.9378925561904907,0.9748778939247131,0.9860432744026184
32,0.1544109731912613,0.953867495059967,0.9904613494873047,0.9977453947067261,0.22070635855197906,0.9364968538284302,0.9748778939247131,0.9860432744026184
33,0.1518935263156891,0.9582032561302185,0.9897676110267639,0.9965313673019409,0.23016104102134705,0.9351012110710144,0.9741800427436829,0.9867411255836487
34,0.15251459181308746,0.9590703845024109,0.9901144504547119,0.9953173995018005,0.22014771401882172,0.9392881989479065,0.9748778939247131,0.9832519292831421
