epoch,loss,top_1_accuracy,top_2_accuracy,top_3_accuracy,val_loss,val_top_1_accuracy,val_top_2_accuracy,val_top_3_accuracy
0,1.907819390296936,0.48435327410697937,0.6333449482917786,0.7221835851669312,1.3577454090118408,0.6386379599571228,0.7984711527824402,0.8756080865859985
1,1.1760709285736084,0.6978442072868347,0.8358832001686096,0.8989916443824768,1.0380102396011353,0.7338429689407349,0.8617095351219177,0.9159138202667236
2,0.9424276351928711,0.7576495409011841,0.8770862221717834,0.9283727407455444,0.8635590672492981,0.7769284248352051,0.8936761617660522,0.9451007843017578
3,0.805241048336029,0.7875521779060364,0.8998609185218811,0.9401947259902954,0.7713346481323242,0.8033356666564941,0.9124391674995422,0.954829752445221
4,0.707103967666626,0.8200625777244568,0.9208970665931702,0.9579277038574219,0.6931110620498657,0.8200138807296753,0.9221681952476501,0.9610840678215027
5,0.6372209191322327,0.8438804149627686,0.9320236444473267,0.9603615999221802,0.642979621887207,0.8255733251571655,0.9256427884101868,0.9610840678215027
6,0.5918826460838318,0.8494436740875244,0.936891496181488,0.9669679999351501,0.5979769229888916,0.8408617377281189,0.9367616176605225,0.9659485816955566
7,0.5349145531654358,0.8657858371734619,0.9466272592544556,0.971140444278717,0.5605494379997253,0.8547602295875549,0.938151478767395,0.9680333733558655
8,0.4947018623352051,0.8786509037017822,0.9537551999092102,0.9784422516822815,0.538582980632782,0.8450312614440918,0.9360666871070862,0.9701181650161743
9,0.47040438652038574,0.8829972147941589,0.9558414220809937,0.9800069332122803,0.503806471824646,0.8637943267822266,0.9471855163574219,0.9708130359649658
10,0.4510129690170288,0.8833449482917786,0.9575799703598022,0.9789638519287109,0.4889064133167267,0.8651841282844543,0.9451007843017578,0.9735927581787109
11,0.418944388628006,0.8913421630859375,0.9624478220939636,0.9820931553840637,0.46843206882476807,0.8665739893913269,0.9534398913383484,0.9735927581787109
12,0.4048004448413849,0.8927329778671265,0.9647079110145569,0.9834840297698975,0.4493352174758911,0.8756080865859985,0.9506601691246033,0.9735927581787109
13,0.3797666132450104,0.9047287702560425,0.9678372740745544,0.984353244304657,0.4358934462070465,0.874218225479126,0.9485753774642944,0.976372480392456
14,0.36798223853111267,0.9087274074554443,0.9706189036369324,0.9853963851928711,0.4267851412296295,0.874218225479126,0.954829752445221,0.9749826192855835
15,0.35152125358581543,0.9101182222366333,0.9687065482139587,0.9848748445510864,0.4117465019226074,0.8797776103019714,0.9583044052124023,0.9784572720527649
16,0.3290402591228485,0.9175938963890076,0.9730528593063354,0.9907858371734619,0.40478262305259705,0.8908964395523071,0.9534398913383484,0.976372480392456
17,0.328513503074646,0.9170722961425781,0.9732267260551453,0.9886995553970337,0.4004397988319397,0.8853370547294617,0.9562196135520935,0.9777623414993286
18,0.31041768193244934,0.9214186072349548,0.9768776297569275,0.9892211556434631,0.3870336413383484,0.8874218463897705,0.9610840678215027,0.9798471331596375
19,0.2954917252063751,0.9311543703079224,0.9772253036499023,0.9899165630340576,0.3858436048030853,0.8853370547294617,0.9610840678215027,0.9805420637130737
20,0.29767975211143494,0.922461748123169,0.9744436740875244,0.9897426962852478,0.3738391399383545,0.8874218463897705,0.9583044052124023,0.9791522026062012
21,0.2818125784397125,0.9278512001037598,0.977573037147522,0.9918289184570312,0.3637555241584778,0.8895065784454346,0.9603891372680664,0.9798471331596375
22,0.27229416370391846,0.932892918586731,0.9807023406028748,0.9921766519546509,0.36156225204467773,0.8881167769432068,0.9624739289283752,0.9833217263221741
23,0.2640276551246643,0.9355006814002991,0.9822670221328735,0.9926981925964355,0.35257241129875183,0.8950660228729248,0.9659485816955566,0.9826267957687378
24,0.26022613048553467,0.9337621927261353,0.9800069332122803,0.9914812445640564,0.3483659029006958,0.8936761617660522,0.9603891372680664,0.98123699426651
25,0.24969492852687836,0.9396731853485107,0.9801807999610901,0.9921766519546509,0.3444777727127075,0.8957609534263611,0.9631688594818115,0.9833217263221741
26,0.24535207450389862,0.9407162666320801,0.9840055704116821,0.9923504590988159,0.34414732456207275,0.8985406756401062,0.9631688594818115,0.9798471331596375
27,0.25061362981796265,0.932892918586731,0.9820931553840637,0.9928720593452454,0.33672967553138733,0.9006254076957703,0.969423234462738,0.9854065179824829
28,0.23760651051998138,0.9407162666320801,0.9820931553840637,0.99339359998703,0.3322754502296448,0.8992356061935425,0.9673384428024292,0.9833217263221741
29,0.22650085389614105,0.9445410370826721,0.9857441186904907,0.9946105480194092,0.3320520222187042,0.8957609534263611,0.9659485816955566,0.9840166568756104
30,0.22036807239055634,0.9441933035850525,0.9855702519416809,0.9944367408752441,0.3310679793357849,0.8978457450866699,0.9610840678215027,0.98123699426651
31,0.2267017364501953,0.9414116740226746,0.9817454814910889,0.9923504590988159,0.32370030879974365,0.9027101993560791,0.9652536511421204,0.9847115874290466
32,0.22400999069213867,0.9407162666320801,0.9871349334716797,0.9966968297958374,0.323507696390152,0.9020152688026428,0.9624739289283752,0.9888811707496643
