epoch,accuracy,loss,val_accuracy,val_loss
0,0.6904266476631165,1.0290017127990723,0.8129797577857971,0.5905771851539612
1,0.8673257231712341,0.4222380816936493,0.8283321857452393,0.5338110327720642
2,0.9032257795333862,0.2954598665237427,0.8736915588378906,0.40542569756507874
3,0.9271591901779175,0.2150259166955948,0.8820655941963196,0.34792405366897583
4,0.9434616565704346,0.1671159267425537,0.8799721002578735,0.3707849681377411
5,0.9545612335205078,0.14310918748378754,0.8722958564758301,0.4279698133468628
6,0.9687825441360474,0.10479942709207535,0.8890439867973328,0.364643394947052
7,0.9876864552497864,0.053152624517679214,0.9260293245315552,0.253233402967453
8,0.9890738725662231,0.046901777386665344,0.9148639440536499,0.29339975118637085
9,0.993583083152771,0.039191145449876785,0.9295185208320618,0.2620127201080322
10,0.9932361841201782,0.036613453179597855,0.921144425868988,0.2688283622264862
11,0.9975719451904297,0.022925814613699913,0.9288206696510315,0.24247097969055176
12,0.9977453947067261,0.02096286602318287,0.9281228184700012,0.2579055726528168
13,0.9979188442230225,0.01897040754556656,0.9337055087089539,0.24304988980293274
14,0.9984391331672668,0.017755119130015373,0.9357990026473999,0.2419746369123459
15,0.9980922937393188,0.016511935740709305,0.9316120147705078,0.23808255791664124
16,0.9986125826835632,0.014859884977340698,0.9337055087089539,0.23375660181045532
17,0.9987859725952148,0.014179018326103687,0.9351012110710144,0.2406841367483139
18,0.9991328716278076,0.012690305709838867,0.9225401282310486,0.25220656394958496
19,0.999653160572052,0.012000154703855515,0.9357990026473999,0.2422785460948944
20,0.999653160572052,0.009744226932525635,0.9378925561904907,0.23689322173595428
21,0.9998265504837036,0.009152893908321857,0.9337055087089539,0.24243125319480896
22,0.999653160572052,0.00899585708975792,0.9351012110710144,0.2373456209897995
23,0.999653160572052,0.008429703302681446,0.9344033598899841,0.2419286072254181
24,0.9998265504837036,0.007455851417034864,0.9364968538284302,0.2354862540960312
25,1.0,0.007353447377681732,0.9378925561904907,0.2380407750606537
26,1.0,0.007078596390783787,0.9371947050094604,0.23600786924362183
27,1.0,0.0070099965669214725,0.9378925561904907,0.23503898084163666
28,1.0,0.006569282617419958,0.9371947050094604,0.2370317280292511
29,1.0,0.006406592205166817,0.9385903477668762,0.23597922921180725
30,1.0,0.006416951771825552,0.9385903477668762,0.23729288578033447
31,1.0,0.0063282884657382965,0.9392881989479065,0.23798340559005737
32,1.0,0.006124233361333609,0.9385903477668762,0.23859857022762299
33,1.0,0.006124004255980253,0.9392881989479065,0.23809824883937836
34,1.0,0.006051323842257261,0.9385903477668762,0.23869508504867554
35,1.0,0.0060410648584365845,0.9392881989479065,0.2384084165096283
36,1.0,0.005910881329327822,0.9392881989479065,0.2382011115550995
37,1.0,0.00591654097661376,0.9385903477668762,0.23826873302459717
38,1.0,0.005875070579349995,0.9385903477668762,0.23793751001358032
39,1.0,0.0058762081898748875,0.9392881989479065,0.238381028175354
40,1.0,0.0058173127472400665,0.9385903477668762,0.23816727101802826
41,1.0,0.0058054253458976746,0.9385903477668762,0.23807492852210999
42,1.0,0.005802929867058992,0.9392881989479065,0.2380831092596054
43,1.0,0.0057939765974879265,0.9385903477668762,0.2381216138601303
44,1.0,0.005764178931713104,0.9385903477668762,0.23814281821250916
45,1.0,0.005759917199611664,0.9385903477668762,0.23815134167671204
46,1.0,0.005755958613008261,0.9385903477668762,0.23822426795959473
47,1.0,0.0057519045658409595,0.9385903477668762,0.2381751537322998
48,1.0,0.005736895836889744,0.9385903477668762,0.23818546533584595
49,1.0,0.005734235513955355,0.9385903477668762,0.2381742298603058
