epoch,accuracy,loss,val_accuracy,val_loss
0,0.652098536491394,1.1703017950057983,0.7704117298126221,0.7405967712402344
1,0.826742947101593,0.5621296167373657,0.8053035736083984,0.6622318029403687
2,0.8730489015579224,0.41082093119621277,0.8150732517242432,0.585419774055481
3,0.8929933905601501,0.3309716284275055,0.8471737504005432,0.5447839498519897
4,0.9177939891815186,0.25698038935661316,0.8555477857589722,0.5295552611351013
5,0.9344432950019836,0.2096010148525238,0.8827634453773499,0.44721275568008423
6,0.9427679777145386,0.1797240674495697,0.8604326844215393,0.5603834986686707
7,0.9509192109107971,0.15501420199871063,0.8890439867973328,0.44719380140304565
8,0.9547346234321594,0.13885478675365448,0.8869504332542419,0.44095608592033386
9,0.9597641229629517,0.11949989199638367,0.8897417783737183,0.44356441497802734
10,0.9635795950889587,0.11117754131555557,0.8604326844215393,0.7080435752868652
11,0.966354489326477,0.09768417477607727,0.8736915588378906,0.6013442277908325
12,0.9915019273757935,0.02527693100273609,0.9036985635757446,0.38073861598968506
13,0.9932361841201782,0.022478071972727776,0.8967201709747314,0.4279526472091675
14,0.9961845278739929,0.019091138616204262,0.9043963551521301,0.3841622471809387
15,0.993929922580719,0.021441981196403503,0.900209367275238,0.4111303389072418
16,0.9994797110557556,0.004340708255767822,0.9071877002716064,0.37384238839149475
17,0.9993062615394592,0.004906547721475363,0.9099790453910828,0.3690967261791229
18,0.9991328716278076,0.004365974105894566,0.9134682416915894,0.3534398078918457
19,0.9993062615394592,0.0041455770842731,0.910676896572113,0.3402918577194214
20,0.9987859725952148,0.004747443832457066,0.910676896572113,0.3810328543186188
21,0.9993062615394592,0.003572240937501192,0.9057920575141907,0.3712370693683624
22,0.9991328716278076,0.003970181103795767,0.910676896572113,0.35545864701271057
23,0.999653160572052,0.0020468197762966156,0.9120725989341736,0.3637256920337677
24,0.999653160572052,0.0021083729807287455,0.9141660928726196,0.35538211464881897
25,0.9998265504837036,0.0017029558075591922,0.9113747477531433,0.3568428158760071
26,0.9994797110557556,0.002031317912042141,0.908583402633667,0.38270702958106995
27,0.999653160572052,0.0014803479425609112,0.9127703905105591,0.3569932281970978
28,0.9994797110557556,0.0014305176446214318,0.9120725989341736,0.3460289239883423
29,0.999653160572052,0.0013088422128930688,0.9113747477531433,0.3597504198551178
30,0.9993062615394592,0.0015825062291696668,0.9141660928726196,0.35853680968284607
31,0.999653160572052,0.001116179279051721,0.9113747477531433,0.3494870960712433
32,0.9994797110557556,0.0011638469295576215,0.9141660928726196,0.3543470501899719
33,0.999653160572052,0.001123020425438881,0.9127703905105591,0.36274105310440063
34,0.999653160572052,0.001198653015308082,0.9134682416915894,0.3531424105167389
35,0.9998265504837036,0.0010047719115391374,0.910676896572113,0.35301363468170166
36,0.9998265504837036,0.0009686982375569642,0.9134682416915894,0.3592872619628906
37,0.9998265504837036,0.0009944963967427611,0.9127703905105591,0.35508841276168823
38,0.9998265504837036,0.0009997879387810826,0.9148639440536499,0.35454556345939636
39,1.0,0.0009279593359678984,0.9120725989341736,0.35468268394470215
40,0.9998265504837036,0.0009216681937687099,0.9120725989341736,0.354928582906723
41,0.9998265504837036,0.0009198359912261367,0.9127703905105591,0.3567848205566406
42,0.9998265504837036,0.0009297296055592597,0.9120725989341736,0.35603591799736023
43,1.0,0.0008888507727533579,0.9120725989341736,0.3561747968196869
44,1.0,0.0008850099984556437,0.9127703905105591,0.3557739555835724
45,1.0,0.0008859103545546532,0.9120725989341736,0.35600006580352783
46,1.0,0.0008849669247865677,0.9134682416915894,0.3560750484466553
47,1.0,0.0008674500859342515,0.9134682416915894,0.3560436964035034
48,1.0,0.000869840441737324,0.9127703905105591,0.35594236850738525
49,1.0,0.0008687455556355417,0.9134682416915894,0.3560255169868469
