epoch,accuracy,loss,val_accuracy,val_loss
0,0.5950399041175842,1.4050785303115845,0.7599442005157471,0.8815209865570068
1,0.7807838916778564,0.7754613161087036,0.8150732517242432,0.6693238615989685
2,0.8262226581573486,0.5968770980834961,0.8220516443252563,0.5806458592414856
3,0.8544918298721313,0.5016262531280518,0.8604326844215393,0.5099331736564636
4,0.8692334294319153,0.4375474750995636,0.8646196722984314,0.46092531085014343
5,0.8836281895637512,0.39869430661201477,0.859734833240509,0.4433937966823578
6,0.8940339684486389,0.3513651192188263,0.8667131662368774,0.42862674593925476
7,0.8994103074073792,0.3397003710269928,0.870202362537384,0.4144939184188843
8,0.9058272838592529,0.30657461285591125,0.8667131662368774,0.41273897886276245
9,0.9138050675392151,0.29306620359420776,0.8757850527763367,0.395184189081192
10,0.9167534112930298,0.2799379229545593,0.8862526416778564,0.369927316904068
11,0.9207422733306885,0.2628743350505829,0.8771807551383972,0.37620672583580017
12,0.9266389012336731,0.2504923343658447,0.8932309746742249,0.3631596863269806
13,0.9250780344009399,0.2312871664762497,0.8848569393157959,0.35991817712783813
14,0.9301075339317322,0.23207971453666687,0.8862526416778564,0.36715564131736755
15,0.9287200570106506,0.2226589322090149,0.8918353319168091,0.34553632140159607
16,0.934963583946228,0.21484896540641785,0.8946266770362854,0.3546872138977051
17,0.9408602118492126,0.2056099772453308,0.8813677430152893,0.36996179819107056
18,0.9422476291656494,0.19165658950805664,0.8869504332542419,0.3587324917316437
19,0.9498785734176636,0.17095008492469788,0.8988136649131775,0.31590765714645386
20,0.9533472061157227,0.16683700680732727,0.9023028612136841,0.30593082308769226
21,0.9543877840042114,0.16256798803806305,0.9050942063331604,0.3196870684623718
22,0.9509192109107971,0.16635403037071228,0.9043963551521301,0.3121902346611023
23,0.953520655632019,0.15832124650478363,0.906489908695221,0.3125103712081909
24,0.9597641229629517,0.15097934007644653,0.9092812538146973,0.2950860559940338
25,0.9580298066139221,0.1518803834915161,0.9099790453910828,0.29579922556877136
26,0.9575095176696777,0.14697204530239105,0.9099790453910828,0.29280537366867065
27,0.9635795950889587,0.13851328194141388,0.9099790453910828,0.29996058344841003
28,0.9651404619216919,0.13196390867233276,0.9099790453910828,0.29490241408348083
29,0.9635795950889587,0.1368357539176941,0.9092812538146973,0.29698681831359863
30,0.9661810398101807,0.1386656016111374,0.9113747477531433,0.29355835914611816
31,0.9640998840332031,0.13753367960453033,0.9120725989341736,0.2929441034793854
32,0.9665279388427734,0.1350618600845337,0.9092812538146973,0.29626795649528503
33,0.968262255191803,0.12748907506465912,0.910676896572113,0.29542094469070435
34,0.9653139114379883,0.13080884516239166,0.9127703905105591,0.2907097339630127
35,0.968609094619751,0.12899047136306763,0.9113747477531433,0.29038459062576294
36,0.9694762229919434,0.12833435833454132,0.9127703905105591,0.29083868861198425
37,0.9675685167312622,0.12886498868465424,0.9134682416915894,0.29040440917015076
38,0.966354489326477,0.12992213666439056,0.9134682416915894,0.28924351930618286
39,0.9642733335494995,0.13017727434635162,0.9134682416915894,0.28975266218185425
40,0.9693028330802917,0.12829607725143433,0.9134682416915894,0.29340431094169617
41,0.9694762229919434,0.12464931607246399,0.9120725989341736,0.2895814776420593
42,0.9680888056755066,0.12553352117538452,0.9120725989341736,0.2900215685367584
43,0.9693028330802917,0.1223127692937851,0.9155617356300354,0.29037219285964966
44,0.9651404619216919,0.13414831459522247,0.9148639440536499,0.2890552580356598
45,0.9647936224937439,0.12933501601219177,0.9141660928726196,0.2888466715812683
46,0.968609094619751,0.1281682252883911,0.9134682416915894,0.28852277994155884
47,0.9729448556900024,0.118138886988163,0.9141660928726196,0.28873270750045776
48,0.9687825441360474,0.12369868904352188,0.9134682416915894,0.2886110842227936
49,0.9672216176986694,0.1279117614030838,0.9134682416915894,0.28815048933029175
