epoch,accuracy,loss,val_accuracy,val_loss
0,0.5811654329299927,1.4016939401626587,0.7201674580574036,0.9169760942459106
1,0.7752341032028198,0.7346131205558777,0.7739009261131287,0.7101965546607971
2,0.8262226581573486,0.5712515711784363,0.7885555028915405,0.6307470798492432
3,0.8584807515144348,0.4683973491191864,0.8115841150283813,0.6035946607589722
4,0.8683663010597229,0.40379598736763,0.8213537931442261,0.5522526502609253
5,0.8947277069091797,0.3477507531642914,0.8311235308647156,0.514694094657898
6,0.8990634679794312,0.31585755944252014,0.8241451382637024,0.5112794637680054
7,0.9176205396652222,0.27728334069252014,0.8429867625236511,0.4765340983867645
8,0.9226500391960144,0.2515188157558441,0.8436845541000366,0.4567597210407257
9,0.9287200570106506,0.22646602988243103,0.8695045113563538,0.42051050066947937
10,0.9337495565414429,0.21406790614128113,0.8527564406394958,0.4458455741405487
11,0.9394727945327759,0.19731026887893677,0.8722958564758301,0.39316657185554504
12,0.9441553950309753,0.18096329271793365,0.8834612965583801,0.3859758973121643
13,0.9490114450454712,0.1680963933467865,0.8695045113563538,0.42238613963127136
14,0.9547346234321594,0.153779998421669,0.8604326844215393,0.43805429339408875
15,0.9512660503387451,0.1553509682416916,0.8799721002578735,0.38675445318222046
16,0.9765868782997131,0.10628208518028259,0.8848569393157959,0.3531157076358795
17,0.9758931398391724,0.10258229076862335,0.8841590881347656,0.37067490816116333
18,0.9793617725372314,0.09714710712432861,0.8883461356163025,0.3631798326969147
19,0.9784946441650391,0.09425774961709976,0.8841590881347656,0.3632453382015228
20,0.9861255884170532,0.07975265383720398,0.8960223197937012,0.3401157855987549
21,0.98751300573349,0.07668913155794144,0.900209367275238,0.3383559584617615
22,0.9862989783287048,0.07612680643796921,0.8967201709747314,0.3441225588321686
23,0.9892473220825195,0.07421278208494186,0.8995115160942078,0.33775246143341064
24,0.9895941615104675,0.07252167910337448,0.8953244686126709,0.34256458282470703
25,0.9890738725662231,0.07093746215105057,0.8988136649131775,0.3340059816837311
26,0.9899410605430603,0.0695052519440651,0.8953244686126709,0.34264883399009705
27,0.9918487668037415,0.0679406225681305,0.900209367275238,0.33407357335090637
28,0.9911550283432007,0.06722864508628845,0.9043963551521301,0.32944923639297485
29,0.9921956062316895,0.0649951621890068,0.9023028612136841,0.3313163220882416
30,0.9921956062316895,0.06306188553571701,0.8967201709747314,0.3409336805343628
31,0.9918487668037415,0.06348221004009247,0.8967201709747314,0.33136221766471863
32,0.9951439499855042,0.056764062494039536,0.9030007123947144,0.32874831557273865
33,0.9949705004692078,0.05596664920449257,0.9023028612136841,0.3254072964191437
34,0.9951439499855042,0.055582206696271896,0.900209367275238,0.3300638496875763
35,0.9956642389297485,0.054639510810375214,0.900209367275238,0.3298366665840149
36,0.9960110783576965,0.05425974726676941,0.9030007123947144,0.3294120728969574
37,0.9958376884460449,0.051431603729724884,0.9036985635757446,0.32852330803871155
38,0.9958376884460449,0.05161545053124428,0.9050942063331604,0.3263412117958069
39,0.9961845278739929,0.05111560598015785,0.9043963551521301,0.32766690850257874
40,0.9968782663345337,0.05100615695118904,0.9009071588516235,0.32709354162216187
41,0.9968782663345337,0.04953598231077194,0.9043963551521301,0.32710325717926025
42,0.9968782663345337,0.049365099519491196,0.9036985635757446,0.3260079324245453
43,0.9965313673019409,0.049225080758333206,0.9023028612136841,0.32671645283699036
44,0.9963579773902893,0.049190703779459,0.9030007123947144,0.3265899121761322
45,0.9967048168182373,0.04834965616464615,0.9016050100326538,0.3260608911514282
46,0.9967048168182373,0.04834799841046333,0.9023028612136841,0.32607850432395935
47,0.9967048168182373,0.048294078558683395,0.9016050100326538,0.3259647786617279
48,0.9970516562461853,0.048141755163669586,0.9030007123947144,0.3257448077201843
49,0.9970516562461853,0.047877173870801926,0.9023028612136841,0.32573649287223816
